card_name,card_number
Dottler,SV008/SV122
Pokemon Reversal,88/115
Ho-Oh,10/132
Arcanine G,15
Honchkrow GX (Secret),223/214
Squirtle,014/017
Latias Star - 2006 (Hiroki Yano),105/107
Azelf LV.X,140/146
Torchic - 2004 (Chris Fulop),74/109
Drifblim - 135,135
Feebas,50/106
Magikarp & Wailord GX,SM166
Palkia LV.X - DP18,DP18
Pokemon Catcher - 2013 (Jason Klaczynski),95/98
Darkrai EX - 2016 (Shunto Sadahiro),74/122
Cyndaquil - 047,047
Karrablast (Master Ball Pattern),009/086
Togekiss V (Full Art),178/185
Code Card - Unified Minds Elite Trainer Box,
Dodrio,21/112
Furret,22/109
Espeon,2/90
Sabrina's Abra,091/132
Shuckle,096/144
Rockruff,116/193
Magmortar - DP20,DP20
Malamar - XY58,XY58
Magearna EX - 2016 (Shintaro Ito),75/114
M Tyranitar EX,043/098
Shedinja,144/132
Greninja & Zoroark GX (Secret),222/214
Primal Groudon EX (Omega - 151 Full Art),151/160
Porygon,039/102
Pidgeot (24),24/64
Omastar,058/110
Machamp,26/102
Toxtricity,141/091
Diglett,047/102
Windstorm - 2007 (Tom Roos),85/100
Patrat (Master Ball Pattern),072/086
Latias & Latios GX,113/181
Pelipper,19/109
Pidgeot - 2006 (Hiroki Yano),10/112
Sylveon VMAX (Alternate Art Secret),212/203
Espeon,033/131
Oddish,097/147
Jirachi ex - 2007 (Tom Roos),94/100
Duraludon VMAX,104/159
Goldeen,45/64
Crobat V (Full Art),182/189
Flutter Mane - 2025 (Riley McKay),
Stoutland V (Full Art),157/163
Sudowoodo,077/111
Rapid Strike Energy (Secret),182/163
Raichu (29),29/62
Friends in Hisui (Full Art),148/159
Staryu,004/012
Team Rocket's Proton,227/182
Mr. Mime ex,110/112
Registeel EX (122 Full Art),122/124
Pikachu,58/102
Ting-Lu ex,243/193
Togekiss VMAX,141/185
Sizzlipede,SV018/SV122
Mismagius,5/95
Mr. Mime (95a),095a/147
Scizor V,118/189
Exeggcute (Master Ball Pattern),001/131
Nickit,SV081/SV122
Regice,27/110
Arcanine,22/132
Mega Sableye & Tyranitar GX (Secret),245/236
Noctowl BREAK,XY136
Victini,43/101
Mr. Stone's Project,79/106
Samurott,031/114
Whismur,132
Jirachi - 2019 (Kaya Lichtleitner),99/181
Mew - 040 (Trainer's Challenge Set),040
Yanma (17),17/75
Erika (16),016/132
Latias (Full Art Promo),XY78
Chimecho,12/106
Reshiram EX - BW36,BW36
Wobbuffet (Ash vs Team Rocket Deck Kit),008/026
Manectric,46/110
Kommo-o,163/236
N's PP Up,262/217
Professor Oak's Research,149/165
Aerodactyl,001/144
Judge (Full Art),209/214
Scyther,49/100
VS Seeker - 2016 (Jesper Eriksen),109/119
Celebi - 2012 (Zachary Bokhari),92/102
Ralts,68/109
Umbreon ex,060/131
Transparent Walls,125/132
Fearow (Delta Species) - 2007 (Jun Hasebe),18/100
Kieran,218/167
Professor Kukui (Full Art),148/149
Scoop Up,078/102
Umbreon Star,017/017
Ingo & Emmet (Full Art),176/181
Premium Power Pro,174/132
Great Ball - 2005 (Jeremy Maron),92/112
Mega Dragonite ex,295/217
M Kangaskhan EX,79/106
VS Seeker,110/108
Magcargo,24/168
Celebi,145/144
Blaziken,20/110
Colress - 2014 (Trent Orndorff),118/135
Iono's Kilowattrel - 182 (Prerelease) [Staff],182
Snubbull - SM200 (In-Store Event Promo),SM200
Furfrou,114/116
Piplup,020/025
Combusken,007/017
Persian - SM182 (Prerelease),SM182
Latios - XY65,XY65
Boss's Orders,265/193
Spiritomb,032/099
Erika's Kindness,103/132
Team Rocket's Factory,173/182
Thwackey - 115,115
Ultra Ball,264/217
Lumineon V (Alternate Full Art),156/172
Treecko (Delta Species),015/017
Gym Trainer (2022),059/072
Tinkatink,165/091
Pokemon Center Lady - 2015 (Patrick Martinez),93/106
Mewtwo GX,031/068
Zacian,082/185
Scott - 2005 (Takashi Yoneda),84/106
Xurkitree GX - SM68,SM68
Imposter Professor Oak,102/130
Togekiss,009/090
Dragonite,5/20
Dragonite 149/165 (Cosmos Holo),149/165
Mew Star (Delta Species) - 2008 (Dylan Lefavour),101/101
N's Plan,163/086
Camerupt Spirit Link - XY199,XY199
Flapple - SWSH022 (Prerelease) [Staff],SWSH022
Vigoroth,50/107
Code Card - Mythical Pokemon Collection Box [Shaymin],
Snom,168/162
Noivern GX (Secret),160/147
Rayquaza GX,109/168
Milotic,12/101
Raichu & Alolan Raichu GX,54/236
Rocket's Zapdos,15/132
Entei EX (103 Full Art),103/108
Glalie,18/99
Chikorita,RC1/RC32
Machoke,41/101
Latios - 015 (Pokemon Heroes: Latios & Latias DVD Release),015
Geeta,218/197
Thievul,092/084
Charizard GX - SM195,SM195
Spearow,130/165
Giratina (9),9/127
Gardevoir V (Full Art),70/73
Garchomp (90),90/124
Hisuian Samurott VSTAR (Secret),197/189
Riolu (Master Ball Pattern),050/131
Arceus (AR8),AR8
Xerneas,064/132
Ponyta,060/102
Swampert ex - 2004 (Reed Weichler),95/95
Dragapult,SV062/SV122
Seadra,39/97
Felicity's Drawing,98/106
Tyranitar GX,121/214
Team Rocket's Mewtwo ex,231/182
Liepard,67/114
Shaymin LV.X - DP39,DP39
Feraligatr,4/115
Meowstic,RC15/RC32
Raichu,49/162
Cherubi,10/156
Regigigas LV.X - DP30,DP30
Pokemon Catcher,95/98
Charizard ex,215/197
Underground Expedition,140/144
Glaceon GX (Secret Rare),159/156
Lilligant,092/086
Metagross - BW75 (Team Plasma) (Prerelease) [Staff],BW75
Dragonite (19),19/62
Jumpluff,007/111
Ditto - 2009 (Tsubasa Nakamura),27/146
Hitmonlee,011/034
VS Seeker,140
Dreepy (Master Ball Pattern),071/131
Lumiose City,111/088
Gastrodon East Sea,21/111
Tynamo (Master Ball Pattern),030/086
Mew - SM215,SM215
Armaldo ex,84/92
Altaria,18/127
Raichu GX,020/068
Judge,076/088
Omastar,40/62
Blaziken ex - 2004 (Chris Fulop),89/95
Volcarona,015/114
Lotad,67/100
Vibrava,22/97
Pokemon Trader,106/130
Giratina EX (93 Full Art),93/98
Xurkitree,70/236
Diancie,094/147
Caterpie,172/165
Jumpluff,11/109
Shelmet,011/101
Slakoth (#26),26/30
Meowth,067/108
Combusken,013/111
Naganadel GX (Full Art),230/236
Jynx,018/147
Skeledirge ex - 081,081
Poliwrath,013/102
M Gengar EX,XY166
Turtwig,101/127
Pikachu (Delta Species),79/110
Mareep (Delta Species),54/101
Prinplup (13),33/156
Ralts - 2010 (Michael Pramawat),89/127
Cheryl (Full Art),159/163
Adaman (Full Art),181/189
Lickitung,090/147
Leafeon GX,SV46/SV94
Cleffa - 2011 (Ross Cawthon),24/95
Shaymin EX - 2016 (Shintaro Ito),77/108
Team Rocket's Spidops,187/182
Lapras,79/127
Togekiss - 038 (Prerelease) [Staff],038
Deoxys (Attack Forme),17/107
Looker's Investigation,109/127
Crabrawler,007/012
Nidoking,006/102
Bulbasaur (94),094/165
Absol,18/110
Tapu Fini - SM203 (Prerelease) [Staff],SM203
Charizard VSTAR,019/159
Mimikyu (97),97/236
Pikachu,6/10
Moltres (12),12/62
M Gardevoir EX,79/114
Chikorita (100),100/165
Xerosic - 2016 (Shunto Sadahiro),110/119
Jangmo-o,075/111
Vaporeon ex - 2007 (Jun Hasebe),110/113
Cynthia's Garchomp ex,232/182
Drampa - SM21 (Prerelease),SM21
Bisharp,186/091
Galvantula,117/086
Dawn Wings Necrozma GX,063/156
Underground Expedition - 2004 (Reed Weichler),140/144
Luxray GL LV.X - 2009 (Tsubasa Nakamura),109/111
Gardevoir ex - 2025 (Riley McKay),
Umbreon EX,55/124
Doduo,199/091
Emboar,027/113
Dusclops (Southeast Asia Exclusive),019/064
Graveler,34/92
Lycanroc,076/131
Metal Energy (2007-2008 League Promo),
Thundurus EX - 2014 (Haruto Kobayashi),38/116
Pidgeot - 2005 (Takashi Yoneda),10/112
Sabrina's Gengar,014/132
Darkrai LV.X,104/106
Grass Energy (Secret),167/145
Croconaw,38/115
Cheren (148 Full Art),148/149
Gallade E4,020/111
Scraggy,138/086
Ho-Oh GX,SV50/SV94
Luxury Ball - 2010 (Michael Pramawat),86/100
Roggenrola,127/086
Desert Ruins,88/101
Poke Ball,95/112
Wailord,040/168
Porygon2,49/106
Double Turbo Energy (Secret),216/189
Code Card - Dark Explorers Booster Pack,
Pikachu - SM234,SM234
Here Comes Team Rocket!,113/108
Incineroar GX - SM38,SM38
Irida,GG63/GG70
Ekans,108/165
Brock's Scouting,179/159
Cyclone Energy,143/144
Indeedee - 154,154
Blaine's Ninetales,021/132
R Energy - 2005 (Takashi Yoneda),95/109
Grass Energy,132/146
Metagross,18/90
Lt. Surge's Rattata,082/132
Squirtle,063/102
Charmander,023/185
Aerodactyl ex,94/100
Minccino,84/99
Fennekin - 080,080
Orthworm ex,162/142
Arrokuda,SV031/SV122
Vileplume,094/091
Toxapex (Ash vs Team Rocket Deck Kit),003/026
Steven's Advice - 2006 (Hiroki Yano),92/101
Nidoking,174/165
Chi-Yu ex,241/091
Sudowoodo - 2017 (Kabu Fukase),66/145
Latias,193/264
Voltorb,SV13/SV94
Manectric,8/100
Charmander,098/097
Morpeko V-Union - SWSH217,SWSH217
Snorlax,030/130
Giratina VSTAR,131/196
Terrakion - SM205 (Prerelease) [Staff],SM205
Squawkabilly ex,223/091
Dark Dragonite,015/109
Mewtwo (56),056/165
Yveltal EX - XY150 (Shiny),XY150
Articuno,32/181
Greedent,SV100/SV122
Multi Energy (Special) 93/100 (League Promo),093/100
Beauty (Full Art),181/185
Sableye - XY92,XY92
Regirock,38/146
Leafeon EX,10/83
Smoochum,54/64
Terapagos ex - 165,165
Oinkologne ex,234/198
Purrloin,RC13/RC25
Mew - 2019 (Shintaro Ito),76/214
Avery (Secret),211/198
Greninja EX - XY20,XY20
Counter Catcher - 2024 (Sakuya O.),160/182
Team Aqua's Corphish,50/95
Dunsparce,54/75
Energy Switch - 2007 (Jeremy Scharff-Kim),107/130
Dark Omanyte,037/105
Garbodor VMAX (Secret),216/203
Duraludon (Master Ball Pattern),069/131
Cynthia's Garchomp ex,215/182
Lopunny,63
Reversal Energy,192/193
Boss's Orders,248/193
Jolteon V - SWSH151,SWSH151
Volcarona,21/101
Hitmontop,26/115
Flareon (Poke Ball Pattern),013/131
Alolan Diglett,009/012
Arcanine ex,224/198
Life Herb (Secret),180/168
Flabebe,RC17/RC32
Kommo-o GX,100/145
Oracle,138/144
Wo-Chien ex,240/091
Brock's Training Method,106/132
Miltank,041/111
Sacred Ash,115/088
Bill's Maintenance,006/017
Seismitoad,105/086
Duraludon VMAX (Secret),TG30/TG30
Item Finder,103/130
Flying Pikachu,113/111
Minun,54/168
Code Card - V Battle Deck [Noivern V],
Litten - SM02,SM02
Ekans,56/82
Magcargo (17),017/144
Arven's Mabosstiff ex,235/182
Lopunny,30/130
Latias EX - 2014 (Haruto Kobayashi),85/116
Water Energy (2023),003
Virbank City Gym - 2013 (Jason Klaczynski),126/135
Starmie (30),030/144
Banette,19/127
Slurpuff,RC20/RC32
Greninja V-UNION - SWSH155,SWSH155
Volcanion V (Full Art),162/198
Pawmot,076/198
Loudred 35/106 (State Championships),035/106
Gabite,48/124
Omastar,23/92
Ninetales (Delta Species),8/101
Palpitoad,104/086
Dual Ball,72/95
Unown (U),U/28
Hyper Aroma,152/167
Articuno (148),148
Quick Ball,10/11
Pawmot - 006 (Prerelease),006
Dragonite V - SWSH154,SWSH154
Leavanny (8),8/98
Drednaw,061/202
Vaporeon,52/95
Milotic,44/160
Capacious Bucket,156/192
Reboot Pod,158/162
Dragonite GX (Full Art),229/236
Mew VMAX,114/264
Mega Lucario ex,113/217
Natu,080/144
Gallade EX (99 Full Art),99/108
Charizard,TG03/TG30
Dragonair (3),3/20
Druddigon,094/135
Rapid Strike Style Mustard (Full Art),162/163
Flygon GX,110/236
Latias ex,93/97
Crobat,04/64
Empoleon - 2008 (Dylan Lefavour),17/100
Eevee,133/165
Team Rocket's Transceiver,263/217
Dialga,16/106
Whimsicott VSTAR,065/172
Koga's Ninja Trick,115/132
Phione - SM220 (Prerelease) [Staff],SM220
Dedenne GX - 2019 (Henry Brand),57/214
Lysandre - 2015 (Alejandro Ng-Guzman),90/106
Vulpix - 2019 (Kaya Lichtleitner),15/181
Lokix,122/182
Gengar,18/100
Vikavolt GX (Full Art),134/145
Grovyle,007/017
Chansey,003/102
Budew,221/217
Pheromosa GX - SM66,SM66
Trapinch,69/101
Pikachu (Polish),PW 8
Team Magma's Camerupt,2/34
Misty's Seadra,009/132
Bulbasaur,001/165
Cherrim - SWSH088 (Prerelease),SWSH088
Iono,237/091
Annihilape,171/091
Feraligatr,8/123
Bulbasaur,133/132
Psychic Energy,110/111
Single Strike Urshifu V,TG18/TG30
Team Magma Conspirator,82/95
Hisuian Samurott VSTAR,GG52/GG70
Shedinja,11/97
Wigglytuff,13/100
Machamp,046/111
Latios (Full Art Promo),XY79
Hariyama,31/106
Dark Houndoom,37/109
Typhlosion,020/162
Zangoose,66/127
Entei,010/147
Azumarill,30/100
Jirachi,1/95
Jirachi EX (98 Full Art),98/101
Rapidash,189/182
Pow! Hand Extension,85/109
Aegislash,210/182
Carracosta,107/086
Okidogi (Master Ball Pattern),057/131
Mewtwo,150/165
Ditto,064/113
Professor Juniper (116 Full Art),116/116
Combusken,16/100
Gengar & Mimikyu GX (Secret),186/181
Jolteon,047/185
Slowbro,117/091
Tornadus VMAX (Secret),209/198
Scizor GX,90/168
Koffing,72/113
Ho-Oh (Shiny),SL5
Raichu (Prime),83/90
Buddy-Buddy Poffin (NAIC Promo) [Staff],144/162
Unown [G],57/106
VS Seeker - 2010 (Mychael Bryan),140/147
Scizor GX (Secret),175/168
Zapdos,012/034
Dipplin (Master Ball Pattern),010/131
Greninja - XY162,XY162
Warp Point,88
Scoop Up Net (Secret),207/192
Ninetales V (Full Art),177/192
Lady Outing,83/109
Wormadam,010/172
Arctozolt,SV046/SV122
Rowlet (Ash vs Team Rocket Deck Kit),001/026
Xerneas,081/114
Judge,78/95
Wartortle,42/100
Manaphy - XY190,XY190
Marowak BREAK,79/162
Drapion VSTAR (Secret),200/196
Jirachi V - 299,SWSH299
Pachirisu,004/017
Field Blower - 2018 (Pedro Eugenio Torres),125/145
Machamp - SWSH243 (Prerelease),SWSH243
Team Magma's Aggron,7/95
Psychic Energy (Secret),232/198
M Gyarados EX (Full Art),115/122
Team Skull Grunt (Full Art),149/149
Dark Arbok (2),02/82
Archeops,132/086
Unown [H],29/106
Rillaboom VMAX (Secret),193/192
Duskull - 2010 (Michael Pramawat),86/132
Dusk Mane Necrozma GX,090/156
Unit Energy FDY,118/131
Clauncher,205/198
Bellibolt,201/197
Aroma Lady (Secret),221/203
Pokemon Collector,97/123
Lanturn,038/111
Roller Skater (Full Art),235/236
Eelektrik (Master Ball Pattern),031/086
Crobat VMAX - SWSH099,SWSH099
Coalossal VMAX (Secret),189/185
Turtwig GL,85/111
Doublade (#23),23/30
Cascoon,26/109
Oddish (6),6/214
Archeops - 051 (Fossil Museum Exclusive),051/086
Dragonite (4),04/62
Charizard,20/149
Gigalith 53/98 (Prerelease) [Staff],53/98
Hatterene,SV056/SV122
Flareon ex,108/113
Sableye - 2013 (Jason Klaczynski),62/108
Charizard VMAX,SV107/SV122
Code Card - League Battle Deck [Inteleon VMAX],
Arctibax,209/193
Pichu,21/108
Rowlet - 043,043
Mewtwo & Mew GX - SM191,SM191
Blastoise ex,030/142
Magneton - 2011 (David Cohen),43/102
Dialga G LV.X - 2010 (Yuta Komatsuda),122/127
Jirachi - XY67,XY67
Chatot - DP14,DP14
Unown (R) - 2010 (Yuka Furusawa),77/146
Oddish,68/101
Magneton,22/92
Dark Charizard (4),04/82
Scorbunny - SWSH002,SWSH002
Torchic,074/109
Bodybuilding Dumbbells (Secret),161/147
Farfetch'd,25/39
Fire Energy (Texture Full Art),153/159
Rare Candy,191/198
Ferroseed,148/086
Beast Ring - 2018 (Naohito Inoue),102/131
Miraidon ex,081/198
Varoom,192/091
Dark Quilava,039/105
M Manectric EX (120 Secret Rare),120/119
Primeape,170/091
Zapdos,016/102
Groudon,081/168
Victory Cup - BW30 (Battle Road Spring 2013) [2nd Place],BW30
Koga's Zubat,083/132
Iron Treads ex,248/198
Larvesta,099/086
Regigigas - DP40,DP40
Beheeyem,121/086
Erika's Perfume,110/132
Igglybuff,40/75
Slowbro,033/147
Galarian Obstagoon - SWSH193,SWSH193
Slaking,18/18
Iono's Bellibolt ex,172/159
Code Card - League Battle Deck [Single Strike Urshifu VMAX],
Team Magma's Houndour,62/95
Gholdengo ex,231/182
Gyarados GX - SM212,SM212
Mimikyu ex,004
Delibird,21/109
Terapagos ex,169/131
Golduck,17/100
Nidorina,055/110
Rhydon,45/64
Metagross GX,85/145
Galarian Mr. Rime,SV021/SV122
Zorua,SV25/SV94
Gyarados (XY Evolutions Prerelease),34/108
Cottonee (Master Ball Pattern),007/131
Bea,TG25/TG30
Luxurious Cape,265/182
Turtwig,103/130
Darkness Energy (2017 Unnumbered) (Wave Foil),
Keldeo GX (Secret),240/236
Zapdos (150),150
EXP.ALL,91/112
Magneton - 153,153
Flygon,003/017
Luvdisc,7/100
Jolteon (20),20/64
Team Magma's Mightyena,37/95
Axew (13),13/20
Aqua Patch (Secret),161/145
Alolan Ninetales GX - 2017 (Zachary Bokhari),22/145
Plusle,44/107
Bastiodon,062/084
Raboot,147/142
Noctowl - HGSS06,HGSS06
Misty's Staryu,090/132
Magnezone VSTAR (Secret),198/196
Pikachu EX - XY124,XY124
Slurpuff,69/119
Entei (6),06/64
Ursaring,27/95
Marnie’s Morpeko,206
Wugtrio,122/091
Crustle,183/182
Pachirisu,5/106
Oranguru (Secret),199/185
Cyndaquil,79/123
Kirlia,34
Espeon VMAX,065/203
Turtwig (78),78/100
Liepard V,104/198
Glaceon ex,026/131
Warp Energy,95/100
Detective Pikachu - SM190,SM190
Code Card - Mega Latios Collection,
Kommo-o GX - SM71,SM71
Espathra ex,214/091
Koga (106),106/132
Larry,235/182
Gyarados GX (Secret),112/111
Rolycoly,SV067/SV122
Zamazenta V,105/172
Kangaskhan,088/147
Rattata,15
Cynthia - 2018 (Naohito Inoue),119/156
Zigzagoon,74/106
Jigglypuff,07/53
Fire Energy,161/165
Milotic - 2005 (Jeremy Maron),12/101
Mew (47),47/53
Beast Energy Prism Star,117/131
Code Card,
Steelix (H23),H23/H32
Altaria GX (Full Art),68/70
Azurill,31/100
Cradily,3/92
Mewtwo (12),12/53
Expert Belt,087/099
Wiglett,206/198
Gallade (Secret),244/236
Blaziken - 2004 (Chris Fulop),3/109
Nymble,096/094
Seismitoad (Master Ball Pattern),021/086
Krabby,115/165
Empoleon ex,114/094
Deerling (Master Ball Pattern),006/086
Exeggcute,074/130
Audino,151/086
Pichu,35/53
Raichu,43/146
Sentret,75/109
Shuckle GX,17/214
Lillie,125a/156
Pokemon Catcher (Gold),111/108
Koraidon ex,254/198
Woobat,007/012
Porygon-Z (67),67/98
Code Card - White Flare Pokemon Center Elite Trainer Box (Exclusive),
Hoppip,061/111
Sableye (Team Plasma),49/116
Water Energy (Texture Full Art),154/159
Suicune,037/147
Hoopa EX - 2016 (Shunto Sadahiro),36/98
Roseanne's Backup (Secret),180/172
Meowth ex,121/088
Pichu,25/99
Sylveon,155/236
Natu (Delta Species),55/101
Litten,024/149
Mudkip,80/106
Gallade,061/135
Cetitan - 063,063
Sprigatito - 001,001
Mega Emboar ex,035
Darkness Energy,111/114
Fighting Energy (2004-2005),105/109
Aromatisse,93/146
Aerodactyl V (Alternate Full Art),180/196
Rocket's Hitmonchan ex,98/109
Red & Blue (Full Art),234/236
Dragon Talon (Secret),75/70
Charmander (Blue Border),
Piplup,121
Dodrio,041/110
Venusaur,018/110
Infernape,22/100
Gordie (Secret),223/203
Teal Mask Ogerpon ex,211/167
Quaxwell,207/193
Cleffa,21/115
Glaceon ex,150/131
VS Seeker - 2015 (Jacob Van Wagner),109/119
Team Rocket's Mewtwo ex - 216,216
Counterattack Claws,097/105
Kecleon,18/100
Pidgeot EX,64/108
Energy Removal 2 - 2008 (Paul Atanassov),74/108
Poliwhirl,37/95
Magikarp & Wailord GX (Full Art),160/181
Hyper Potion,127/144
Chandelure,103/214
Beedrill,12/95
Code Card - Shining Legends Collector Chest,
Onix,009/012
Charmander,046/102
Wobbuffet - 2015 (Alejandro Ng-Guzman),36/119
Zekrom,51/113
Marshadow - 2019 (Haruki Miyamoto),81/214
Mareep (#13),13/30
Mega Mawile ex,094/132
Poliwhirl,088/144
Wishful Baton (Secret),121/111
Togetic,14/109
Sharpedo,22/109
Tangrowth Lv.X,99/99
Beedrill,15/111
Rainbow Energy - 2004 (Tsuguyoshi Yamato),95/109
Reshiram (Phantasmal Flames Stamped),017/094
Nidoking,59/181
Aether Foundation Employee,SV81/SV94
Light Dewgong,045/105
Dhelmise,091/084
Slowpoke,76/109
Code Card - V Battle Deck [Venusaur V],
Meganium,27/95
Darkrai EX,74/122
Evolution Incense,163/202
Meloetta ex,159/086
Crobat G - 2009 (Stephen Silvestro),47/127
Basic Psychic Energy,207/165
Gengar - SWSH052,SWSH052
Arctibax,129/091
Pecharunt ex,085/064
Feraligatr,020/123
Gardevoir EX (Full Art),RC30/RC32
Bidoof,29/39
Pinsir (25),25/64
Ledyba,063/111
Altaria,84/124
Darkness Energy,104/111
Temple of Sinnoh (Secret),214/189
Blaziken,14/111
Zapdos (15),15/62
Ralts,SV34/SV94
Mew EX - 2013 (Ian Whiton),46/124
Mimikyu GX (Secret),226/214
Brock's Mankey (67),067/132
Celebi - XY93,XY93
Pokemon Retriever - 2005 (Takashi Yoneda),84/109
Town Map - 2018 (Robin Schulz),150/162
Metagross,007/147
Uxie - 2010 (Yuta Komatsuda),43/146
Pikachu,049/195
Gapejaw Bog,213/195
Dunsparce,31/92
Raichu GX - SM90,SM90
Virizion (Full Art),97/101
Cresselia EX,67/149
Blaziken V,TG14/TG30
Chatot G,54
Rayquaza & Deoxys Legend (90) - 2011 (David Cohen),90/90
Alolan Vulpix,021/145
Suicune,30/122
Purrloin (Master Ball Pattern),055/086
Zekrom EX,51/99
Mega Charizard X ex,109/094
Linoone,44/100
Kyogre (Cosmos Holo),034/132
Lugia,15/95
Giovanni's Exile (Full Art),67/68
Raikou Star,114/115
Rare Candy,90/110
Metal Goggles (Secret),195/181
Espeon (20),20/75
Onix,069/111
Xerneas,73/111
Wellspring Mask Ogerpon ex (Twilight Masquerade Stamp),064/167
Galarian Moltres V (Alternate Full Art),177/198
Lady,SV86/SV94
Bruxish,200/191
Apricorn Forest,118/147
Duskull,61/100
Excadrill (Omega),97/160
Zamazenta,140/192
Larvitar,63/100
Dana (Full Art),173/181
Latias ex (Delta Species),95/101
Greninja ex (GameStop Metal Card),106/167
Pikachu (French),PW 7
Falinks,109/192
Gardevoir,8/127
Steven's Beldum - 207,207
Delibird,006/017
Rare Candy - 2009 (Jason Martinez),102/105
Pokemon Center Lady - 2017 (Zachary Bokhari),68/93
Raikou (H26),H26/H32
Mega Venusaur ex,003/132
Alcremie,TG08/TG30
Colress's Tenacity (Gym Stamp Asia Exclusive),057/064
Cetitan ex,210/182
Lightning Energy,130/132
Castaway - 2008 (Tristan Robinson),72/100
Ursaring,18/115
Groudon EX,85/160
Code Card - Mythical Pokemon Collection Box [Manaphy],
Regigigas LV.X,100/100
Garbodor (Team Plasma) (66),66/135
Revitalizer - 2016 (Jesper Eriksen),70/83
Unown V (Alternate Full Art),177/195
Jessie & James,58/68
Pikachu - HGSS03,HGSS03
Pikachu - SM157,SM157
Victini V - SWSH104,SWSH104
Deoxys (Normal Forme),016/107
Snorlax,49/53
Magmortar,002/095
Klingklang (Poke Ball Pattern),063/086
Tapu Fini GX,039a/147
Dugtrio,005/100
Latios,022/110
Keldeo ex,167/086
Scramble Switch - 2014 (Haruto Kobayashi),129/135
Squirtle,095/110
Manectric,39/109
Giratina EX,92/124
Eevee (62),62/100
Psyduck,039/217
Code Card - Crown Zenith Pokemon Center Elite Trainer Box Plus,
Wigglytuff (32),32/64
Explorer's Guidance,147/162
Toxicroak,11/99
Kyurem,116/203
Eri,210/162
Dewgong (Delta Species),15/101
Scrafty,139/086
Darkrai (Team Plasma) - BW73,BW73
Perrin,209/167
Origin Forme Palkia V (Alternate Full Art),167/189
Energy Switch,91/123
Klefki,066/119
Water Energy (#4),4/30
Electabuzz,076/165
Alolan Raichu,31/111
Bicycle,117/135
Jacq,236/198
Max Potion (121 Secret Rare),121/116
Rainbow Energy,95/109
Lightning Energy,108/114
Toxtricity ex,227/182
Paras,GG32/GG70
Eevee (21),21/30
Gardevoir EX,105/160
Magmar,086/165
Metal Energy (2011 Play! Pokemon),
Indeedee V (Full Art),192/202
Torterra LV.X,122/130
Unown [X],030/105
Fennekin,15/131
Reshiram,17/116
Iono - 2025 (Riley McKay),
Litleo,139/132
Psyduck,44/95
Ash's Pikachu - SM111,SM111
Sprigatito,196/193
